employee,VOTE,amount
1002592,564,"273,391"
1002595,564,"184,465"
1002597,564,"314,000"
1002598,564,"293,653"
1002599,564,"208,399"
1011185,564,"474,624"
157689,564,"125,596"
196081,564,"92,191"
197680,564,"94,115"
199101,564,"243,756"
394165,564,"303,733"
480628,564,"202,300"
735725,564,"108,508"
735726,564,"210,175"
735732,564,"160,000"
735738,564,"156,389"
735743,564,"175,071"
735744,564,"162,500"
735745,564,"174,283"
735750,564,"142,933"
735751,564,"177,396"
735818,564,"69,165"
735822,564,"131,663"
735843,564,"177,169"
735847,564,"265,233"
735851,564,"171,299"
735854,564,"118,864"
735857,564,"141,614"
735861,564,"198,237"
735867,564,"200,000"
735869,564,"312,973"
735882,564,"112,037"
735913,564,"112,739"
820715,564,"184,033"
837147,564,"508,006"
860201,564,"250,124"
860280,564,"318,000"
866245,564,"195,719"
866246,564,"139,225"
866250,564,"121,300"
866253,564,"24,500"
869893,564,"139,225"
870302,564,"175,232"
941669,564,"90,332"
959972,564,"213,017"
959996,564,"174,513"
960001,564,"174,135"
960009,564,"174,794"
960016,564,"173,100"
960038,564,"90,786"
960053,564,"181,312"
964123,564,"158,224"
964127,564,"29,100"
1010365,564,"166,901"
1010408,564,"118,234"
1023206,564,"160,500"
1023236,564,"152,715"
1023262,564,"23,900"
1023263,564,"123,240"
1039847,564,"175,050"
1039850,564,"205,787"
735755,564,"335,404"
735759,564,"316,004"
735769,564,"299,595"
735776,564,"209,400"
735781,564,"197,500"
735798,564,"157,300"
735802,564,"232,700"
735803,564,"234,316"
735810,564,"317,133"
735835,564,"236,733"
735870,564,"138,043"
735874,564,"48,933"
735875,564,"128,277"
735884,564,"167,525"
735885,564,"168,855"
735894,564,"133,558"
735899,564,"167,000"
735900,564,"169,147"
735901,564,"155,193"
735904,564,"149,033"
735914,564,"135,100"
735919,564,"58,570"
735920,564,"130,822"
735921,564,"129,433"
735923,564,"136,610"
735924,564,"136,467"
748698,564,"158,088"
820432,564,"462,167"
820704,564,"69,000"
828075,564,"318,258"
838806,564,"107,911"
847436,564,"206,400"
853085,564,"223,303"
853090,564,"160,000"
853093,564,"173,589"
866242,564,"145,032"
868411,564,"192,392"
962107,564,"39,662"
966997,564,"216,000"
148968,564,"128,420"
156156,564,"230,917"
185572,564,"48,933"
186518,564,"157,335"
195149,564,"173,603"
195181,564,"188,333"
195205,564,"173,040"
195229,564,"185,800"
195245,564,"184,928"
195253,564,"111,500"
195261,564,"189,300"
195277,564,"182,027"
195285,564,"194,546"
195309,564,"139,591"
195373,564,"185,800"
195405,564,"116,556"
195413,564,"172,667"
195445,564,"175,600"
195453,564,"189,319"
195461,564,"68,800"
195501,564,"140,167"
195509,564,"176,277"
195525,564,"188,818"
195533,564,"159,724"
195581,564,"188,642"
195595,564,"105,000"
195609,564,"193,833"
195623,564,"192,865"
195644,564,"101,400"
195651,564,"157,000"
195658,564,"34,800"
195686,564,"189,059"
195700,564,"21,400"
195714,564,"31,300"
195742,564,"46,600"
195768,564,"252,231"
195775,564,"179,100"
195788,564,"69,234"
195795,564,"172,236"
195809,564,"22,200"
195851,564,"177,895"
195865,564,"162,239"
195872,564,"185,800"
195879,564,"189,432"
195886,564,"28,600"
195893,564,"190,189"
195928,564,"184,808"
195935,564,"181,692"
195949,564,"179,305"
195963,564,"184,366"
195970,564,"191,487"
195984,564,"194,200"
195991,564,"183,500"
196005,564,"189,263"
196046,564,"180,600"
196060,564,"150,900"
196095,564,"194,587"
196102,564,"175,000"
196116,564,"164,729"
196214,564,"29,800"
196221,564,"165,800"
196228,564,"186,535"
196235,564,"21,800"
196249,564,"187,583"
196263,564,"194,283"
196270,564,"139,549"
196361,564,"193,200"
196432,564,"108,950"
196459,564,"184,500"
196497,564,"21,200"
196503,564,"191,913"
196521,564,"121,000"
196527,564,"20,100"
196539,564,"64,000"
196557,564,"230,000"
196563,564,"186,498"
196587,564,"164,023"
196623,564,"187,107"
196665,564,"190,268"
196848,564,"188,607"
196902,564,"186,672"
196926,564,"179,209"
196944,564,"27,500"
196968,564,"131,700"
197045,564,"145,056"
197046,564,"108,400"
197076,564,"223,700"
197082,564,"188,000"
197100,564,"25,000"
197124,564,"180,681"
197202,564,"130,346"
197220,564,"178,992"
197244,564,"182,000"
197358,564,"159,700"
197376,564,"213,333"
197382,564,"49,200"
197406,564,"189,350"
197424,564,"34,500"
197448,564,"105,600"
197478,564,"132,612"
197490,564,"119,300"
197520,564,"185,381"
197526,564,"26,000"
197550,564,"177,366"
197574,564,"185,800"
197580,564,"171,200"
197604,564,"192,241"
197610,564,"167,000"
197616,564,"188,811"
197628,564,"117,011"
197634,564,"263,000"
197648,564,0
197651,564,"194,463"
197657,564,"159,700"
197663,564,"188,000"
197669,564,"194,370"
197692,564,"183,778"
197698,564,"186,883"
197710,564,"173,940"
197716,564,"181,774"
197734,564,"176,501"
197751,564,"190,870"
197756,564,"165,977"
197761,564,"186,333"
197771,564,"188,172"
197816,564,"76,400"
197836,564,"156,100"
197841,564,"188,899"
197846,564,"98,300"
197861,564,"21,200"
197891,564,"188,814"
197906,564,"194,791"
197911,564,"186,960"
197921,564,"20,000"
197936,564,"188,943"
197941,564,"181,848"
197946,564,"149,323"
197961,564,"156,005"
197986,564,"189,432"
197991,564,"193,519"
198001,564,"26,000"
198026,564,"82,200"
198031,564,"178,872"
198041,564,"175,653"
198046,564,"164,388"
198056,564,"175,988"
198066,564,"169,665"
198081,564,"194,084"
198086,564,"167,000"
198101,564,"83,779"
198106,564,"22,075"
198111,564,"22,200"
198116,564,"187,739"
198127,564,"92,444"
198147,564,"178,223"
198172,564,"23,082"
198177,564,"66,300"
198182,564,"187,195"
198187,564,"163,809"
198206,564,"187,742"
198211,564,"106,173"
198216,564,"185,800"
198226,564,"199,212"
198246,564,"135,855"
198266,564,"167,000"
198271,564,"185,800"
198281,564,"177,733"
198306,564,"27,254"
198321,564,"144,500"
198336,564,"55,666"
198341,564,"198,400"
198376,564,"222,813"
198426,564,"182,310"
198436,564,"177,366"
198446,564,"150,900"
198451,564,"145,110"
198466,564,"183,979"
198471,564,"185,013"
198476,564,"184,111"
198511,564,"160,445"
198581,564,"188,900"
198650,564,"165,000"
198657,564,"70,800"
198716,564,"138,500"
198731,564,"158,731"
198776,564,"181,476"
198786,564,"90,109"
198796,564,"107,637"
198811,564,"190,189"
198881,564,"162,500"
198901,564,"42,600"
198921,564,"187,090"
198971,564,"189,000"
198976,564,"122,500"
198981,564,"185,800"
198986,564,"189,149"
198991,564,"183,260"
199006,564,"176,732"
199031,564,"143,518"
199036,564,"188,821"
199111,564,"100,010"
199116,564,"165,973"
199121,564,"159,504"
199126,564,"84,700"
199131,564,"133,200"
199156,564,"193,001"
199187,564,"177,820"
199210,564,"134,800"
199214,564,"24,900"
199217,564,"184,317"
199229,564,"28,600"
199241,564,"159,970"
199256,564,"178,909"
199276,564,"112,890"
199281,564,"155,056"
199286,564,"193,002"
199291,564,"176,566"
199306,564,"190,168"
199311,564,"53,300"
199321,564,"179,000"
199332,564,"176,548"
199347,564,"184,279"
247287,564,"245,278"
249485,564,"239,899"
250663,564,"10,000"
275139,564,"185,800"
280154,564,"182,432"
309771,564,"185,232"
326444,564,"33,495"
366280,564,"139,165"
394778,564,"189,333"
500575,564,"195,185"
500893,564,"200,263"
642574,564,"100,000"
682385,564,"248,513"
703601,564,"32,083"
703629,564,"182,867"
703666,564,"185,800"
703741,564,"122,668"
703764,564,"188,442"
703817,564,"26,000"
707965,564,"58,570"
732515,564,"200,200"
797274,564,"191,273"
801688,564,"194,544"
801739,564,"23,300"
804058,564,"75,157"
838646,564,"184,317"
946376,564,"188,467"
959989,564,"176,719"
960010,564,"179,757"
960014,564,"165,977"
960070,564,"178,651"
960087,564,"98,400"
960098,564,"185,500"
964128,564,"177,733"
985314,564,"178,655"
985316,564,"172,043"
985325,564,"167,000"
993467,564,"112,000"
995207,564,"135,400"
995220,564,"173,016"
1034984,564,"192,166"
143126,564,"393,751"
156276,564,"244,342"
167509,564,"197,417"
185219,564,"106,457"
187049,564,"239,130"
188678,564,"244,130"
195029,564,"237,800"
195221,564,"282,832"
196067,564,"228,233"
197304,564,"24,400"
197316,564,"137,939"
197364,564,"198,700"
197704,564,"227,552"
198391,564,"231,233"
198536,564,"227,106"
198621,564,"230,962"
199081,564,"186,700"
199372,564,"143,258"
274490,564,"263,857"
293493,564,"191,373"
479711,564,"140,565"
484243,564,"209,333"
498692,564,"60,000"
559422,564,"10,000"
641891,564,"29,200"
707507,564,"151,400"
731745,564,"234,620"
1034441,564,"159,331"
1034445,564,"288,031"
1034447,564,"270,086"
1034448,564,"255,014"
1034463,564,"219,310"
1034468,564,"199,200"
1034979,564,"511,210"
735834,564,"34,980"
735848,564,"259,471"
820712,564,"127,682"
820714,564,"127,700"
853088,564,"174,897"
853092,564,"339,375"
860325,564,"52,800"
860341,564,"312,689"
860343,564,"177,733"
860349,564,"112,607"
866260,564,"168,669"
198861,565,"186,400"
820722,565,"272,347"
820731,565,"492,963"
1007405,565,"493,899"
1007421,565,"492,963"
1007427,565,"312,973"
1007447,565,"285,185"
1016207,565,"312,300"
1033297,565,"139,334"
1042091,565,"294,539"
1042165,565,"466,412"
168064,565,"230,000"
438460,565,"86,222"
439620,565,"65,033"
439641,565,"98,849"
439647,565,"92,940"
700027,565,"212,900"
1009185,565,"306,119"
994931,565,"180,399"
820757,565,"162,874"
844874,565,"385,400"
844897,565,"322,565"
844946,565,"202,600"
844985,565,"55,625"
845093,565,"62,800"
845138,565,"110,785"
845143,565,"179,880"
845159,565,"99,815"
845162,565,"264,700"
845163,565,"147,466"
845172,565,"208,903"
847449,565,"62,151"
847451,565,"175,173"
853104,565,"110,000"
853113,565,"169,333"
866272,565,"180,277"
866273,565,"134,122"
866275,565,"190,653"
866276,565,"179,022"
866280,565,"153,953"
866290,565,"151,934"
962144,565,"129,433"
962165,565,"176,478"
1032058,565,"173,428"
1032185,565,"173,900"
1032379,565,"180,000"
1032403,565,"180,147"
1036094,565,"205,792"
1037460,565,"170,333"
1037465,565,"177,300"
1037487,565,"173,224"
1037509,565,"177,167"
1037528,565,"170,000"
1069803,565,"138,667"
760683,565,"340,006"
780736,565,"134,564"
806567,565,"137,446"
820744,565,"200,800"
820749,565,"201,660"
820754,565,"326,900"
829206,565,"233,580"
837151,565,"729,511"
837153,565,"163,000"
837159,565,"325,902"
837162,565,"338,106"
837165,565,"234,167"
839174,565,"172,807"
839177,565,"171,111"
844866,565,"233,518"
844921,565,"223,873"
844952,565,"197,975"
844958,565,"333,863"
844961,565,"198,400"
844962,565,"315,799"
844967,565,"232,100"
844970,565,"169,074"
844980,565,"134,443"
844991,565,"145,500"
844999,565,"169,411"
845004,565,"170,058"
845006,565,"127,400"
845008,565,"26,500"
845015,565,"33,900"
845017,565,"116,553"
845023,565,"274,467"
845032,565,"28,600"
845034,565,"135,533"
845035,565,"135,100"
845039,565,"138,043"
845045,565,"230,280"
845048,565,"135,873"
845049,565,"111,763"
845051,565,"136,558"
845052,565,"138,927"
845053,565,"98,000"
845059,565,"104,416"
845063,565,"136,702"
845082,565,"111,933"
845085,565,"96,801"
845087,565,"135,560"
845091,565,"131,533"
845103,565,"119,250"
845107,565,"27,600"
845109,565,"156,852"
845111,565,"136,111"
845113,565,"22,800"
845114,565,"66,800"
845148,565,"143,500"
845734,565,"93,300"
847457,565,"15,294"
847458,565,"276,555"
847459,565,"234,071"
853096,565,"65,000"
853100,565,"299,130"
853101,565,"502,506"
853114,565,"234,300"
866262,565,"80,189"
866264,565,"114,074"
866267,565,"219,373"
866271,565,"187,000"
867390,565,"264,815"
870442,565,"138,519"
962185,565,"219,373"
963986,565,"261,453"
964046,565,"338,722"
964059,565,"234,373"
964111,565,"189,037"
964117,565,"52,550"
964122,565,"203,704"
964154,565,"210,779"
964207,565,"202,451"
1037507,565,"98,200"
1042115,565,"166,993"
1042150,565,"234,300"
1042532,565,"127,611"
1042539,565,"126,750"
1042861,565,"127,803"
1042930,565,"127,000"
1042941,565,"127,500"
146321,565,"181,000"
166960,565,"172,900"
167919,565,"159,970"
168188,565,"229,399"
168394,565,"191,400"
396755,565,"220,696"
438427,565,"157,335"
438469,565,"194,200"
438479,565,"200,208"
438481,565,"130,370"
438494,565,"140,167"
438502,565,"97,353"
438519,565,"165,000"
438520,565,"173,744"
438524,565,"203,548"
438526,565,"193,200"
438527,565,"169,500"
438533,565,"187,398"
438537,565,"180,417"
438549,565,"31,002"
438553,565,"188,500"
438555,565,"221,826"
438557,565,"192,593"
438559,565,"269,303"
438561,565,"194,499"
438566,565,"185,700"
438567,565,"175,600"
438568,565,"194,133"
438582,565,"171,100"
438583,565,"274,426"
438591,565,"148,148"
438592,565,"40,400"
438594,565,"264,634"
438600,565,"135,855"
438602,565,"174,970"
438605,565,"118,587"
438609,565,"186,200"
438615,565,"198,400"
438619,565,"192,674"
438620,565,"145,472"
438623,565,"188,900"
438624,565,"60,400"
438636,565,"187,537"
438639,565,"26,000"
438644,565,"188,233"
438646,565,"188,900"
438652,565,"143,900"
438656,565,"193,600"
438668,565,"198,400"
438678,565,"182,432"
438682,565,"159,433"
438694,565,"205,950"
438697,565,"184,300"
438699,565,"196,900"
438700,565,"30,030"
438703,565,"172,775"
438704,565,"201,898"
438706,565,"141,595"
438709,565,"190,000"
438727,565,"27,500"
438730,565,"193,300"
438731,565,"191,150"
438747,565,"167,100"
438759,565,"198,400"
438761,565,"179,757"
438766,565,"167,100"
438783,565,"194,587"
438796,565,"274,330"
438798,565,"159,333"
438814,565,"236,700"
438817,565,"187,733"
438818,565,"187,426"
438821,565,"22,200"
438823,565,"199,174"
438824,565,"238,333"
438834,565,"159,632"
438836,565,"159,632"
438840,565,"193,269"
438848,565,"141,069"
438849,565,"181,900"
438852,565,"141,583"
438871,565,"176,005"
438875,565,"36,700"
438884,565,"167,713"
438885,565,"186,400"
438888,565,"193,200"
438890,565,"194,587"
438894,565,"222,900"
438898,565,"116,556"
438904,565,"192,824"
438909,565,"110,308"
438925,565,"178,400"
438943,565,"185,068"
438944,565,"198,122"
438945,565,"247,700"
438946,565,"287,981"
438947,565,"20,100"
438956,565,"198,400"
438962,565,"30,678"
438974,565,"185,800"
438979,565,"21,200"
438997,565,"193,500"
438999,565,"184,300"
439007,565,"194,582"
439013,565,"118,148"
439014,565,"173,900"
439016,565,"192,296"
439029,565,"171,093"
439036,565,"194,204"
439037,565,"199,859"
439041,565,"225,060"
439042,565,"181,459"
439043,565,"177,778"
439044,565,"190,367"
439050,565,"24,990"
439052,565,"206,435"
439058,565,"180,600"
439061,565,"125,200"
439062,565,"200,200"
439070,565,"182,900"
439076,565,"81,600"
439077,565,"213,599"
439087,565,"109,630"
439096,565,"194,298"
439111,565,"188,900"
439128,565,"122,900"
439129,565,"187,554"
439130,565,"254,269"
439141,565,"221,983"
439150,565,"193,462"
439151,565,"167,967"
439152,565,"183,630"
439153,565,"56,000"
439158,565,"61,317"
439163,565,"138,000"
439168,565,"187,554"
439172,565,"200,807"
439174,565,"149,026"
439182,565,"157,037"
439188,565,"85,100"
439192,565,"186,000"
439195,565,"174,978"
439197,565,"167,000"
439199,565,"152,000"
439200,565,"200,269"
439202,565,"211,100"
439205,565,"24,400"
439210,565,"194,200"
439214,565,"214,532"
439215,565,"190,000"
439221,565,"194,440"
439222,565,"200,200"
439224,565,"160,161"
439232,565,"181,600"
439245,565,"128,667"
439249,565,"194,587"
439259,565,"202,600"
439270,565,"255,013"
439278,565,"180,600"
439286,565,"166,200"
439293,565,"175,400"
439296,565,"175,587"
439316,565,"170,877"
439319,565,"194,200"
439325,565,"188,600"
439330,565,"193,269"
439331,565,"194,200"
439332,565,"198,400"
439334,565,"157,768"
439353,565,"98,930"
439361,565,"186,320"
439363,565,"187,273"
439364,565,"169,500"
439367,565,"190,872"
439369,565,"22,300"
439377,565,"168,900"
439381,565,"164,946"
439411,565,"188,741"
439414,565,"140,161"
439415,565,"145,507"
439419,565,"21,200"
439432,565,"190,375"
439433,565,"103,810"
439440,565,"147,800"
439442,565,"152,000"
439443,565,"181,900"
439447,565,"150,500"
439448,565,"94,804"
439450,565,"189,432"
439462,565,"173,440"
439467,565,"177,400"
439483,565,"187,587"
439484,565,"150,700"
439489,565,"116,752"
439491,565,"197,800"
439493,565,"180,259"
439502,565,"198,907"
439504,565,"181,783"
439505,565,"194,587"
439519,565,"169,333"
439520,565,"167,200"
439522,565,"199,482"
439528,565,"197,900"
439529,565,"176,061"
439533,565,"159,333"
439534,565,"20,000"
439535,565,"181,481"
439536,565,"187,393"
439542,565,"182,400"
439547,565,"132,407"
439555,565,"23,143"
439569,565,"30,429"
439575,565,"25,620"
439579,565,"49,000"
439592,565,"208,000"
439594,565,"186,320"
439606,565,"187,407"
439611,565,"142,593"
439612,565,"205,950"
439616,565,"167,200"
439625,565,"198,400"
439627,565,"196,418"
439628,565,"179,305"
439633,565,"151,280"
439637,565,"200,267"
439638,565,"20,700"
439649,565,"194,510"
439652,565,"168,600"
439654,565,"194,551"
439655,565,"200,269"
439728,565,"124,040"
519764,565,"169,500"
621378,565,"200,147"
703025,565,"183,333"
709641,565,"194,548"
731710,565,"167,000"
731712,565,"180,667"
799689,565,"176,618"
799697,565,"180,000"
799746,565,"25,500"
799762,565,"179,735"
1031950,565,"187,233"
1031960,565,"172,267"
1032110,565,"153,951"
1042142,565,"184,464"
1042143,565,"83,334"
1042363,565,"187,920"
1042736,565,"182,693"
1042741,565,"172,332"
1052889,565,"171,752"
1052978,565,"181,296"
167380,565,"203,704"
180441,565,"323,000"
345353,565,"205,000"
418285,565,"313,706"
438433,565,"228,700"
438441,565,"152,667"
438443,565,"226,882"
438596,565,"220,200"
438879,565,"232,100"
438883,565,"238,200"
439391,565,"203,704"
439404,565,"229,730"
458677,565,"258,800"
481261,565,"290,664"
481692,565,"234,300"
604512,565,"243,240"
642536,565,"239,101"
701807,565,"150,000"
751186,565,"391,278"
962243,565,"303,700"
962320,565,"470,000"
962445,565,"194,333"
962481,565,"226,333"
962482,565,"168,073"
978927,565,"226,513"
1032853,565,"231,981"
1032904,565,"307,370"
1032917,565,"240,900"
1033024,565,"275,000"
1035663,565,"197,500"
1046363,565,"168,032"
1047005,565,"227,755"
1049579,565,"281,996"
962175,565,"100,825"
964215,565,"92,199"
1032905,565,"197,311"
1033299,565,"98,033"
1034726,565,"194,289"
1034729,565,"98,044"
981596,566,"515,367"
1004937,566,"490,000"
1004941,566,"476,487"
1005165,566,"263,000"
1006568,566,"296,461"
1011576,566,"225,551"
1025863,566,"310,499"
837243,566,"142,060"
994883,566,"206,000"
994889,566,"33,060"
994891,566,"250,180"
994943,566,"165,800"
995170,566,"164,600"
996842,566,"20,000"
413355,566,"178,799"
754760,566,"400,000"
754761,566,"183,867"
754775,566,"157,496"
754776,566,"174,915"
754777,566,"209,569"
754800,566,"178,474"
754815,566,"314,304"
754824,566,"113,033"
754826,566,"216,542"
754831,566,"210,000"
754838,566,"162,501"
754842,566,"254,600"
754862,566,"266,000"
754865,566,"147,786"
754872,566,"177,723"
754897,566,"238,000"
754902,566,"162,779"
754903,566,"71,900"
754906,566,"113,333"
754910,566,"103,968"
754914,566,"274,222"
754916,566,"140,000"
754921,566,"29,100"
754922,566,"357,076"
754937,566,"200,000"
754938,566,"198,001"
754942,566,"240,446"
754943,566,"123,800"
754947,566,"195,192"
754951,566,"170,334"
754952,566,"165,333"
754955,566,"154,323"
754956,566,"200,000"
754959,566,"99,380"
754965,566,"113,333"
754971,566,"90,793"
754973,566,"282,389"
754974,566,"127,527"
755002,566,"143,768"
755003,566,"21,700"
755008,566,"176,200"
755031,566,"261,700"
755033,566,"304,700"
755035,566,"227,111"
755036,566,"255,400"
803940,566,"146,757"
803951,566,"134,252"
804052,566,"140,167"
820759,566,"199,156"
820766,566,"171,389"
820797,566,"130,699"
837187,566,"192,500"
837194,566,"134,732"
837198,566,"96,227"
837299,566,"116,556"
845180,566,"258,805"
845732,566,"120,722"
847483,566,"213,384"
847484,566,"260,470"
853133,566,"98,200"
853134,566,"98,232"
853137,566,"131,600"
853140,566,"223,530"
853141,566,"102,667"
853142,566,"135,334"
858984,566,"160,400"
866302,566,"237,253"
866305,566,"98,232"
866310,566,"109,170"
868586,566,"230,071"
1039080,566,"91,246"
1040352,566,"181,600"
1040470,566,"182,969"
1040473,566,"178,352"
1040495,566,"179,364"
1040542,566,"172,429"
1042957,566,"95,893"
1046825,566,"112,890"
1053728,566,"175,774"
1053740,566,"168,600"
1053742,566,"138,200"
1053787,566,"173,070"
1053901,566,"171,962"
1057360,566,"121,600"
743359,566,"34,000"
754764,566,"25,500"
754772,566,"315,006"
754784,566,"163,000"
754794,566,"162,600"
754797,566,"161,466"
754820,566,"232,100"
754836,566,"234,242"
754851,566,"232,100"
754861,566,"314,955"
754864,566,"176,137"
754878,566,"79,993"
754882,566,"34,000"
754918,566,"221,296"
754931,566,"233,100"
754980,566,"340,006"
754981,566,"227,629"
754988,566,"218,653"
754993,566,"234,373"
754996,566,"249,526"
755027,566,"283,873"
755044,566,"147,619"
755052,566,"167,000"
755053,566,"461,600"
755054,566,"320,700"
755057,566,"175,833"
755061,566,"340,000"
804229,566,"186,914"
820770,566,"233,407"
820774,566,"188,071"
820799,566,"223,658"
820801,566,"243,913"
820818,566,"163,000"
820821,566,"181,876"
820823,566,"135,725"
820825,566,"119,053"
820827,566,"32,833"
837185,566,"339,531"
837191,566,"167,000"
837206,566,"311,856"
837261,566,"232,100"
837273,566,"234,367"
837280,566,"26,500"
837283,566,"188,682"
837288,566,"340,006"
837303,566,"230,327"
837311,566,"200,779"
837324,566,"188,876"
847474,566,"137,951"
853126,566,"189,686"
866309,566,"234,203"
866312,566,"145,531"
867397,566,"357,177"
955538,566,"233,547"
955547,566,"178,919"
955553,566,"199,334"
960414,566,"340,006"
991778,566,"180,000"
991780,566,"231,150"
992172,566,"126,700"
994360,566,"210,000"
1016602,566,"127,400"
1018542,566,"122,671"
1038440,566,"338,286"
1039088,566,"333,661"
180116,566,"194,289"
198989,566,"25,700"
304136,566,"205,950"
415852,566,"248,867"
416034,566,"148,700"
455435,566,"199,333"
455510,566,"150,000"
455540,566,"167,766"
455544,566,"184,111"
455548,566,"172,796"
455560,566,"28,100"
455584,566,"194,027"
455588,566,"205,950"
455612,566,"193,076"
455624,566,"264,199"
455636,566,"6,000"
455672,566,"187,393"
455676,566,"155,354"
455703,566,"174,500"
455707,566,"172,300"
455731,566,"221,853"
455777,566,"190,000"
455780,566,"178,400"
455789,566,"175,600"
455790,566,"194,573"
455797,566,"194,322"
455800,566,"190,000"
455836,566,"199,378"
455860,566,"180,417"
455864,566,"171,833"
455872,566,"189,107"
455876,566,"205,950"
455931,566,"141,318"
455935,566,"194,587"
455939,566,"30,000"
455942,566,"51,617"
455954,566,"175,097"
456017,566,"194,587"
456069,566,"189,432"
456073,566,"31,700"
456080,566,"194,269"
456083,566,"20,000"
456089,566,"211,632"
456104,566,"194,027"
456128,566,"194,583"
456143,566,"194,587"
456149,566,"211,632"
456158,566,"140,001"
456161,566,"194,587"
456164,566,"265,944"
456188,566,"185,500"
456192,566,"23,373"
456218,566,"180,000"
456221,566,"193,200"
456227,566,"198,400"
456230,566,"214,561"
456236,566,"138,287"
456254,566,"139,165"
456257,566,"185,800"
456314,566,"183,792"
456323,566,"193,542"
456353,566,"193,325"
456362,566,"194,000"
456374,566,"42,200"
456377,566,"194,027"
456383,566,"190,000"
456401,566,"96,865"
456431,566,"211,632"
456443,566,"166,957"
456449,566,"171,833"
456455,566,"192,050"
456458,566,"149,700"
456482,566,"111,087"
456485,566,"141,600"
456494,566,"189,432"
456527,566,"186,432"
456529,566,"194,200"
456568,566,"48,000"
456571,566,"26,600"
456595,566,"100,000"
456601,566,"194,027"
456619,566,"185,900"
456625,566,"189,231"
456628,566,"162,500"
456631,566,"205,950"
456656,566,"197,600"
456671,566,"194,311"
456709,566,"188,467"
456724,566,"193,833"
456735,566,"153,431"
456738,566,"200,269"
456744,566,"194,587"
456769,566,"182,430"
456784,566,"179,257"
456804,566,"216,736"
456810,566,"172,667"
456869,566,"186,630"
456878,566,"79,900"
456896,566,"182,341"
456902,566,"20,000"
456911,566,"169,915"
456948,566,"211,632"
456968,566,"211,632"
457007,566,"199,081"
457022,566,"202,292"
457025,566,"20,000"
457028,566,"170,000"
457031,566,"220,212"
457034,566,"211,632"
457049,566,"200,067"
457052,566,"184,300"
457073,566,"159,333"
457088,566,"183,425"
457091,566,"146,000"
457094,566,"177,300"
457130,566,"113,333"
457136,566,"205,950"
457151,566,"181,567"
457175,566,"169,993"
457193,566,"205,950"
457202,566,"197,500"
457532,566,"284,239"
457553,566,"138,300"
457586,566,"187,698"
457607,566,"148,235"
457615,566,"189,042"
457630,566,"211,632"
457644,566,"186,600"
457651,566,"194,587"
457661,566,"176,005"
457689,566,"184,333"
457692,566,"284,239"
457706,566,"194,447"
457708,566,"134,461"
457726,566,"190,206"
457759,566,"197,998"
458274,566,"80,000"
458280,566,"166,082"
458295,566,"194,372"
458301,566,"194,810"
458313,566,"140,167"
458316,566,"166,581"
458322,566,"27,452"
458344,566,"121,000"
458356,566,"183,687"
458373,566,"194,447"
458376,566,"224,474"
458384,566,"42,925"
458406,566,"190,000"
458445,566,"124,833"
458460,566,"20,000"
458481,566,"183,159"
458484,566,"23,800"
458610,566,"177,300"
458613,566,"190,530"
458631,566,"188,633"
458694,566,"29,200"
458715,566,"205,950"
458718,566,"25,500"
458721,566,"100,000"
458772,566,"173,518"
458805,566,"200,096"
458817,566,"252,789"
458829,566,"178,024"
458838,566,"172,222"
458879,566,"226,625"
458882,566,"30,800"
458952,566,"198,400"
459015,566,"150,000"
459018,566,"205,950"
459021,566,"184,711"
459024,566,"181,867"
459027,566,"194,587"
459033,566,"199,023"
459036,566,"182,603"
459042,566,"183,133"
459045,566,"188,900"
459060,566,"169,676"
459063,566,"200,000"
459075,566,"193,002"
459090,566,"192,458"
459093,566,"193,960"
459096,566,"143,619"
459102,566,"205,950"
459177,566,"136,100"
459216,566,"200,264"
459267,566,"248,133"
459276,566,"185,770"
459306,566,"133,727"
459321,566,"205,950"
459335,566,"169,500"
459365,566,"18,852"
459383,566,"194,500"
459386,566,"200,000"
459398,566,"29,200"
459431,566,"200,269"
459440,566,"156,500"
459443,566,"176,029"
459481,566,"20,000"
459484,566,"181,100"
459487,566,"220,427"
459490,566,"202,289"
459493,566,"178,711"
459499,566,"82,666"
459511,566,"185,800"
459537,566,"193,200"
459589,566,"194,200"
459592,566,"193,002"
459607,566,"205,950"
459615,566,"194,072"
459624,566,"120,000"
459638,566,"169,493"
459653,566,"20,000"
459658,566,"180,600"
459670,566,"173,029"
459683,566,"193,400"
459689,566,"182,045"
459754,566,"194,587"
459762,566,"187,810"
459765,566,"194,503"
459798,566,"180,135"
459843,566,"200,000"
459849,566,"192,391"
459876,566,"211,632"
459888,566,"205,950"
459911,566,"113,333"
459925,566,"182,957"
459928,566,"200,221"
459937,566,"114,583"
459938,566,"186,400"
459951,566,"201,619"
459957,566,"194,262"
459960,566,"194,811"
459969,566,"180,135"
459981,566,"190,000"
459984,566,"20,000"
459999,566,"188,526"
460019,566,"157,037"
460029,566,"180,600"
460050,566,"189,000"
460053,566,"201,873"
460092,566,"194,587"
460095,566,"174,070"
460119,566,"189,142"
460122,566,"179,136"
460125,566,"156,100"
460181,566,"193,300"
460185,566,"160,000"
460190,566,"211,632"
460207,566,"198,090"
460210,566,"28,600"
460213,566,"184,987"
460239,566,"187,367"
460242,566,"20,000"
460245,566,"199,938"
460248,566,"264,939"
460254,566,"189,432"
460257,566,"181,800"
460260,566,"193,269"
460295,566,"198,146"
460298,566,"198,400"
460315,566,"184,000"
