employee,VOTE,amount
60007,001,"240,300"
61942,001,"113,000"
61947,001,"147,996"
61954,001,"108,907"
61960,001,"108,100"
62047,001,"99,380"
62049,001,"96,600"
62064,001,"118,300"
62067,001,"526,773"
62070,001,"233,547"
62074,001,"510,776"
62082,001,"105,451"
62199,001,"140,084"
62238,001,"158,508"
62394,001,"112,975"
62411,001,"113,586"
62452,001,"127,066"
62460,001,"246,052"
62741,001,"181,238"
71363,001,"183,333"
369259,001,"199,365"
683050,001,"207,940"
730196,001,"481,300"
737924,001,"100,000"
742371,001,"320,000"
742425,001,"112,000"
768566,001,"100,000"
798081,001,0
829416,001,"20,000"
839336,001,"110,968"
839388,001,"102,293"
846066,001,"51,000"
846106,001,"100,732"
869693,001,"482,900"
870073,001,"326,914"
963609,001,"100,000"
964157,001,"142,312"
1023243,001,"196,800"
1030448,001,"124,099"
1031159,001,"95,250"
1035789,001,"509,141"
62469,002,"181,259"
62697,002,"160,667"
66831,002,"131,004"
66851,002,"99,333"
66878,002,"92,500"
66885,002,"330,124"
66896,002,"1,088,500"
66904,002,"55,500"
66926,002,"158,232"
66936,002,"165,300"
66942,002,"102,000"
66963,002,"20,055"
66977,002,"316,140"
66982,002,"100,000"
67002,002,0
67023,002,"96,267"
67024,002,"88,800"
67048,002,"105,451"
67062,002,"105,000"
67084,002,"109,173"
67092,002,"250,148"
67106,002,"90,000"
67114,002,"97,600"
67121,002,"96,160"
67122,002,"105,000"
67126,002,"167,602"
67128,002,"95,000"
67129,002,"94,013"
67137,002,"108,300"
67140,002,"146,000"
67154,002,"59,665"
67161,002,"97,766"
67184,002,"90,000"
67202,002,"79,500"
67206,002,"98,000"
67221,002,"160,000"
67244,002,"103,050"
67254,002,"92,500"
67255,002,"100,732"
67260,002,"99,913"
67261,002,"96,801"
67269,002,"106,852"
67276,002,"104,000"
67277,002,"98,000"
67293,002,"95,800"
67358,002,"91,766"
67361,002,"110,000"
67362,002,"93,000"
67378,002,"133,250"
67387,002,"156,200"
67396,002,"147,671"
67404,002,"494,000"
67420,002,0
67421,002,"476,000"
67422,002,"435,329"
67423,002,"348,263"
67424,002,0
67425,002,"100,000"
67434,002,"160,352"
67447,002,"265,938"
67461,002,"213,953"
67465,002,"79,500"
67469,002,"295,490"
80196,002,"250,148"
80263,002,"93,100"
80302,002,"490,000"
418375,002,"88,000"
676112,002,"89,800"
681315,002,"105,000"
681319,002,"98,656"
681326,002,"106,000"
681428,002,"155,000"
709234,002,"1,366,953"
729825,002,"88,800"
729826,002,"93,900"
730161,002,"133,250"
730165,002,"105,000"
731076,002,"55,100"
731081,002,"270,100"
798539,002,"176,687"
800514,002,"100,000"
804639,002,"90,077"
805564,002,"95,000"
845907,002,"258,800"
845913,002,"277,885"
845957,002,"277,885"
860764,002,"495,834"
873769,002,"106,915"
925564,002,"100,000"
925645,002,"100,000"
946756,002,"172,820"
946775,002,"100,139"
964308,002,"493,373"
966170,002,"494,000"
971350,002,"128,796"
972090,002,"92,000"
973950,002,"90,000"
978737,002,"92,200"
979288,002,"101,086"
980909,002,"78,260"
980916,002,"93,936"
980933,002,"371,500"
983221,002,"93,958"
993786,002,"98,000"
1007374,002,"88,013"
13393,003,"346,200"
60709,003,"109,592"
60848,003,"100,688"
60857,003,"203,268"
60869,003,"159,331"
60903,003,"169,500"
63383,003,"183,200"
64565,003,"100,000"
65350,003,"329,267"
65364,003,"105,045"
69491,003,"260,380"
71414,003,"173,934"
462748,003,"100,132"
733436,003,"315,524"
830731,003,"241,736"
943698,003,"102,671"
945620,003,"100,000"
999440,003,"99,733"
62465,004,"264,361"
62651,004,"110,684"
62673,004,"133,457"
62711,004,"493,514"
736479,004,"200,000"
817816,004,"201,898"
1017349,004,"97,811"
1036113,004,"96,474"
13337,005,"398,472"
13342,005,"359,478"
13344,005,"159,331"
13379,005,"36,268"
13381,005,"111,215"
13384,005,"100,135"
13386,005,"111,328"
13391,005,"227,453"
13492,005,"152,271"
13504,005,"624,272"
13534,005,"247,405"
13555,005,"204,167"
13556,005,"130,370"
13564,005,"379,160"
63268,005,"200,000"
63272,005,"194,830"
63340,005,"273,617"
733454,005,"391,796"
754857,005,"368,821"
759257,005,"252,975"
801533,005,"50,000"
803386,005,"245,000"
819050,005,"315,179"
825992,005,"282,602"
846010,005,"99,795"
847485,005,"258,913"
860148,005,"50,000"
868422,005,"329,073"
874313,005,"156,122"
964837,005,"202,130"
983236,005,"120,026"
998595,005,"138,519"
1001938,005,"100,088"
1039131,005,"177,733"
1053170,005,"204,000"
35540,006,"267,254"
58983,006,"187,600"
62471,006,"50,000"
64916,006,"150,000"
65392,006,"40,000"
69090,006,"120,000"
69096,006,"50,000"
69138,006,"100,000"
69141,006,"100,000"
69142,006,"110,000"
69145,006,"100,000"
69154,006,"60,000"
69157,006,"250,000"
69158,006,"60,000"
69162,006,"50,000"
69165,006,"200,000"
69166,006,"150,000"
69167,006,"250,000"
69172,006,"100,000"
69181,006,"300,000"
69183,006,"50,000"
69185,006,"100,000"
69188,006,"200,000"
69189,006,"200,000"
69193,006,"344,950"
69194,006,"50,000"
69198,006,"100,000"
69208,006,"110,000"
69214,006,"98,200"
69216,006,"50,000"
69219,006,"110,000"
69228,006,"100,000"
69230,006,"100,000"
69231,006,"100,000"
69236,006,"60,000"
69240,006,"50,000"
69244,006,"100,000"
69266,006,"44,100"
69278,006,"226,000"
69279,006,"100,000"
69295,006,"50,000"
69299,006,"100,000"
69303,006,"200,000"
69307,006,"158,165"
69317,006,"222,900"
69351,006,"200,000"
69361,006,"50,000"
69362,006,"40,000"
69365,006,"50,000"
69372,006,"50,000"
80194,006,"400,000"
676207,006,"50,000"
680816,006,"50,000"
706963,006,"100,000"
707039,006,"50,000"
754602,006,"100,000"
860902,006,"100,000"
868575,006,"200,000"
874343,006,"250,000"
943665,006,"50,000"
966153,006,"50,000"
973319,006,"166,550"
997119,006,"100,000"
997120,006,"100,000"
997142,006,"100,000"
997172,006,"50,000"
997222,006,"100,000"
997226,006,"100,000"
997230,006,"100,000"
997232,006,"100,000"
998373,006,"100,000"
1002697,006,"214,000"
1014417,006,"205,000"
1029693,006,"102,600"
1037735,006,"200,000"
1041445,006,"50,000"
58816,007,"180,044"
58824,007,"315,913"
58829,007,"110,460"
58832,007,"102,500"
58837,007,"107,083"
58865,007,"111,288"
58879,007,"113,388"
58935,007,"584,013"
58954,007,"589,431"
58997,007,"141,168"
59026,007,"472,900"
59029,007,"144,800"
59067,007,"104,020"
59073,007,"100,139"
806846,007,"137,993"
847881,007,"146,556"
874201,007,"142,142"
960059,007,"142,313"
1011003,007,"122,559"
1035008,007,"89,333"
1043318,007,"586,833"
13552,008,"493,293"
13664,008,"333,224"
13709,008,"139,244"
13762,008,"133,453"
13774,008,"222,061"
13867,008,"276,615"
71345,008,"405,000"
80358,008,"241,060"
743886,008,"25,000"
759565,008,"111,293"
797228,008,"103,667"
804686,008,"96,800"
804690,008,"105,007"
833644,008,"150,000"
846035,008,"104,746"
926062,008,"179,106"
952077,008,"218,867"
952094,008,"223,464"
957054,008,"243,207"
981578,008,"100,453"
1012542,008,"243,448"
61358,009,"244,715"
78311,009,"143,945"
745691,009,"240,207"
13385,010,"109,800"
13615,010,"274,976"
14029,010,"103,052"
14199,010,"493,974"
14545,010,"90,600"
14548,010,"198,783"
14549,010,"88,534"
14661,010,"100,137"
14674,010,"99,333"
14684,010,"113,334"
14694,010,"323,863"
14846,010,"84,300"
14944,010,"255,013"
17117,010,"195,700"
17904,010,"287,214"
57580,010,"310,176"
57704,010,"511,995"
57705,010,"511,995"
57739,010,"96,600"
57746,010,"492,603"
57756,010,"489,028"
59893,010,"162,778"
64370,010,"108,700"
64418,010,"99,500"
80259,010,"296,085"
185458,010,"368,500"
730192,010,"182,058"
749312,010,"219,093"
749757,010,"30,200"
750626,010,"476,493"
797964,010,"100,133"
797967,010,"96,366"
802530,010,"100,137"
816547,010,"509,720"
818084,010,"400,000"
830056,010,"50,000"
835056,010,"20,000"
851828,010,"460,400"
857633,010,"344,333"
859472,010,"490,342"
860561,010,"105,033"
941939,010,"289,344"
952245,010,"311,655"
952250,010,"176,478"
952254,010,"96,003"
952258,010,"493,992"
952480,010,"101,364"
952979,010,"489,445"
953024,010,"59,667"
953029,010,"73,195"
953046,010,"311,900"
953126,010,"72,588"
953131,010,"72,022"
955362,010,"87,423"
955386,010,"100,127"
955424,010,"180,033"
955430,010,"75,767"
961301,010,"93,773"
961774,010,"92,511"
964320,010,"10,000"
972429,010,"272,667"
972570,010,"475,486"
977237,010,"373,500"
977996,010,"93,994"
978009,010,"91,583"
978029,010,"303,507"
978044,010,"98,919"
978045,010,"92,511"
985598,010,"93,698"
985646,010,"93,000"
996588,010,"367,589"
997025,010,"470,596"
998505,010,"218,342"
1014517,010,"227,112"
1014525,010,"128,262"
13463,011,"50,000"
13775,011,"70,000"
17052,011,"202,000"
17948,011,"100,000"
57590,011,"40,000"
63283,011,"330,000"
63293,011,"50,000"
63297,011,"111,279"
63300,011,"110,460"
63311,011,"494,500"
63312,011,"262,572"
63317,011,"223,908"
63323,011,"113,000"
63328,011,"110,000"
63329,011,"258,222"
63331,011,"264,149"
63335,011,"494,000"
63339,011,"103,000"
63342,011,"100,000"
63347,011,"330,000"
63348,011,"111,000"
63354,011,"324,816"
63359,011,"214,000"
63360,011,"453,000"
63365,011,"91,849"
63367,011,"110,000"
63368,011,"88,084"
63369,011,"107,000"
63372,011,"524,474"
63388,011,"360,000"
63391,011,"80,000"
63397,011,"499,333"
63401,011,"524,000"
63403,011,"100,000"
63404,011,"418,905"
63406,011,"499,526"
63407,011,"100,000"
63409,011,"100,000"
63413,011,"100,000"
63414,011,"300,000"
63415,011,"525,450"
63416,011,"26,700"
63417,011,"524,000"
63418,011,"100,000"
63419,011,"100,000"
63420,011,"392,667"
63421,011,"407,566"
63425,011,"413,500"
63426,011,"100,000"
63433,011,"100,000"
63434,011,"432,700"
63435,011,"100,000"
63439,011,"524,400"
63441,011,"506,000"
63442,011,"100,000"
63444,011,"506,000"
63445,011,"100,000"
63446,011,"503,333"
63451,011,"524,000"
63452,011,"300,000"
63453,011,"100,000"
63456,011,"100,000"
63457,011,"524,000"
63460,011,"283,944"
63461,011,"506,974"
63466,011,"100,000"
63468,011,"100,000"
63470,011,"524,474"
63474,011,"100,000"
63480,011,"334,929"
63481,011,"506,000"
63482,011,"571,500"
63488,011,"410,100"
63489,011,"100,000"
63490,011,"100,000"
63491,011,"203,500"
63494,011,"100,000"
63497,011,"100,000"
63499,011,"506,972"
63503,011,"100,000"
63505,011,"524,000"
63510,011,"20,000"
63515,011,"100,000"
63517,011,"100,000"
63519,011,"100,000"
63520,011,"100,000"
63523,011,"100,000"
63530,011,"100,000"
63532,011,"100,000"
65175,011,"100,000"
65412,011,"260,555"
66809,011,"275,887"
66907,011,"259,000"
67005,011,"226,956"
69467,011,"100,000"
70903,011,"311,303"
80074,011,"225,000"
80248,011,"313,000"
418140,011,"100,000"
676191,011,"50,000"
681706,011,"241,649"
725707,011,"432,081"
727730,011,"524,400"
729857,011,"415,201"
729868,011,"182,900"
729879,011,"334,929"
729885,011,"100,000"
729887,011,"100,000"
729890,011,"200,000"
729891,011,"100,000"
729892,011,"432,700"
729902,011,"432,700"
729906,011,"506,000"
729908,011,"499,396"
729911,011,"100,000"
729912,011,"100,000"
729913,011,"571,859"
729914,011,"499,474"
729936,011,"499,474"
729937,011,"100,000"
729938,011,"524,000"
729939,011,"415,200"
729940,011,"100,000"
729941,011,"470,000"
729943,011,"407,700"
729946,011,"100,000"
729947,011,"415,200"
730110,011,"100,000"
730114,011,"522,000"
730115,011,"100,000"
730136,011,"100,000"
731078,011,"100,000"
731093,011,"432,701"
731102,011,"100,000"
731110,011,"100,000"
732801,011,"512,500"
733993,011,"422,701"
743147,011,"316,092"
743835,011,"506,000"
745666,011,"100,000"
746013,011,"418,857"
752884,011,"330,000"
753468,011,"415,200"
758464,011,"100,000"
758485,011,"304,387"
758898,011,"20,000"
760466,011,"297,678"
787306,011,"103,000"
797001,011,"432,000"
816828,011,"246,876"
816829,011,"298,927"
818757,011,"200,000"
818929,011,"432,699"
820758,011,"208,369"
824671,011,"506,000"
827558,011,"100,000"
827727,011,"100,000"
828069,011,"411,958"
829388,011,"50,000"
829399,011,"415,000"
830695,011,"313,081"
832400,011,"430,500"
832963,011,"437,253"
834335,011,"120,000"
834523,011,"100,000"
837068,011,"192,667"
838593,011,"100,000"
838625,011,"98,200"
843221,011,"300,000"
844256,011,"432,113"
846429,011,"143,000"
849797,011,"315,120"
849936,011,"214,800"
850097,011,"432,702"
850505,011,"373,500"
851260,011,"432,700"
854931,011,"432,700"
856275,011,"218,701"
857317,011,"432,000"
857866,011,"100,000"
860186,011,"321,800"
862483,011,"100,000"
865183,011,"48,200"
865186,011,"156,834"
865894,011,"432,000"
866298,011,"191,800"
867381,011,"37,200"
867750,011,"407,701"
868146,011,"413,867"
870130,011,"183,149"
980464,011,"407,701"
980658,011,"200,000"
1012702,011,"98,228"
1018093,011,"100,732"
1033591,011,"98,000"
1034089,011,"50,000"
1034090,011,"100,000"
1053586,011,"200,000"
1070178,011,"100,000"
13773,012,"215,300"
15312,012,"260,555"
15748,012,"113,586"
16276,012,"191,200"
16584,012,"384,840"
18056,012,"314,772"
18377,012,"222,700"
59002,012,"273,617"
59785,012,"174,789"
59789,012,"171,861"
59840,012,"102,667"
59847,012,"111,111"
59855,012,"337,999"
59858,012,"102,639"
59871,012,"468,475"
59887,012,"113,333"
59903,012,"91,863"
59929,012,"302,558"
59972,012,"90,000"
59996,012,"209,933"
60008,012,"125,751"
60024,012,"528,210"
676129,012,"208,609"
681696,012,"176,739"
746521,012,"20,000"
752805,012,"486,853"
798369,012,"100,131"
799113,012,"521,523"
799215,012,"145,112"
805119,012,"25,700"
805162,012,"97,233"
805716,012,"203,493"
817757,012,"440,272"
836331,012,"420,000"
845379,012,"493,293"
852213,012,"43,365"
852501,012,"142,593"
860306,012,"169,147"
874080,012,"300,000"
941735,012,"217,558"
967232,012,"102,600"
972619,012,"274,333"
972715,012,"89,720"
974920,012,"101,086"
978723,012,"295,885"
998513,012,"302,900"
999047,012,"313,996"
999556,012,"204,000"
1002158,012,"271,797"
1002753,012,"90,117"
1005388,012,"90,516"
1005579,012,"440,270"
1006452,012,"97,233"
1006457,012,"88,647"
14041,013,"107,963"
14094,013,"59,665"
14155,013,"415,195"
14165,013,"402,340"
14167,013,"529,978"
14172,013,"259,333"
14271,013,"260,545"
14285,013,"708,000"
16815,013,"159,700"
18257,013,"108,701"
57162,013,"296,495"
60700,013,"247,283"
62080,013,"182,969"
65404,013,"176,000"
71396,013,"97,233"
80397,013,"110,322"
145337,013,"276,302"
171162,013,"160,400"
179983,013,"259,000"
198813,013,"53,445"
303752,013,"80,000"
306473,013,"245,000"
327203,013,"239,987"
367354,013,"211,696"
416477,013,"122,222"
439782,013,"185,585"
457703,013,"20,000"
479495,013,"26,000"
501263,013,"151,300"
598148,013,"279,772"
599640,013,"171,200"
604264,013,"296,786"
621436,013,"243,459"
621440,013,"312,900"
643185,013,"541,997"
729667,013,"113,333"
730122,013,"224,911"
735412,013,"88,647"
735539,013,"208,600"
735713,013,"525,680"
752404,013,"20,000"
796967,013,"276,604"
800165,013,"88,647"
806789,013,"179,560"
826718,013,"276,000"
859619,013,"26,350"
861083,013,"220,667"
953134,013,"224,054"
995093,013,"69,600"
14690,013,"88,054"
14814,013,"79,520"
18261,013,"240,089"
147265,013,"194,492"
157375,013,"137,353"
157378,013,"266,855"
157386,013,"261,700"
158793,013,"33,492"
159616,013,"219,593"
160001,013,"66,300"
160411,013,"292,922"
160472,013,"95,678"
177007,013,"260,190"
177828,013,"126,400"
178038,013,"30,200"
178498,013,"303,900"
178522,013,"220,000"
185558,013,"29,217"
225037,013,"215,434"
225301,013,"97,600"
225316,013,"97,000"
225536,013,"86,000"
247685,013,"83,886"
249903,013,"84,400"
250448,013,"204,524"
250501,013,"22,785"
250566,013,"111,289"
277037,013,"95,900"
277045,013,"99,435"
279522,013,"310,194"
281193,013,"243,773"
281527,013,"248,133"
294831,013,"265,694"
295374,013,"293,528"
326657,013,"189,444"
342726,013,"31,532"
396987,013,"314,000"
418073,013,"245,288"
418270,013,"133,457"
436106,013,"274,700"
455877,013,"176,704"
457888,013,"97,233"
458668,013,"251,698"
459325,013,"278,319"
502459,013,"167,000"
503560,013,"137,963"
503841,013,"99,380"
504335,013,"236,641"
519270,013,"390,046"
520699,013,"98,227"
520729,013,"88,800"
521366,013,"171,833"
521687,013,"97,233"
522154,013,"276,883"
541596,013,"296,500"
541635,013,"46,000"
541662,013,"140,000"
563816,013,"97,807"
564183,013,"133,115"
564366,013,"88,800"
564372,013,"87,818"
597713,013,"301,167"
598203,013,"256,200"
599571,013,"91,556"
599628,013,"100,139"
600147,013,"89,333"
600153,013,"88,712"
621451,013,"264,000"
642176,013,"156,500"
643040,013,"261,667"
643048,013,"280,000"
643086,013,"303,734"
643087,013,"326,103"
643104,013,"267,100"
643107,013,"254,500"
643126,013,"227,111"
643181,013,"20,000"
643213,013,"309,600"
643236,013,"277,153"
699853,013,"204,341"
700442,013,"159,333"
700580,013,"169,335"
700771,013,"167,758"
701293,013,"194,300"
701303,013,"141,131"
731235,013,"275,100"
733259,013,"21,876"
735434,013,"323,882"
788610,013,"20,000"
797844,013,"391,429"
798123,013,"96,160"
798127,013,"203,704"
798213,013,"363,810"
798411,013,"98,232"
798498,013,"169,676"
798513,013,"97,200"
798517,013,"98,232"
798518,013,"98,232"
798535,013,"128,192"
798754,013,"103,567"
798755,013,"94,111"
805561,013,"78,700"
805587,013,"303,194"
805590,013,"88,826"
805664,013,"98,307"
806943,013,"139,334"
847883,013,"203,807"
868603,013,"84,011"
868605,013,"92,300"
869920,013,"158,611"
873048,013,"133,000"
945583,013,"89,103"
945587,013,"92,200"
945589,013,"92,310"
945590,013,"22,400"
945650,013,"94,013"
945661,013,"69,200"
946374,013,"212,500"
946830,013,"249,100"
952984,013,"218,300"
953236,013,"115,900"
953245,013,"256,007"
953252,013,"93,991"
959206,013,"83,333"
959222,013,"89,333"
965619,013,"255,415"
966461,013,"274,333"
994764,013,"100,139"
995013,013,"91,839"
995050,013,"199,200"
995054,013,"86,300"
995055,013,"252,833"
995059,013,"261,700"
995078,013,"88,800"
995086,013,"194,200"
995107,013,"270,847"
995126,013,"56,000"
995248,013,"211,804"
997341,013,"231,191"
999452,013,"197,000"
1003467,013,"195,000"
1003493,013,"84,400"
1003521,013,"285,708"
1003536,013,"181,387"
1004747,013,"303,732"
1006195,013,"199,200"
1007979,013,"244,444"
1014423,013,"191,700"
1014490,013,"290,509"
1016068,013,"191,481"
1016589,013,"294,115"
1018164,013,"230,400"
1018968,013,"259,383"
1019181,013,"84,900"
1042759,013,"172,991"
1047121,013,"88,826"
1052666,013,"270,852"
1053110,013,"292,200"
1053479,013,"278,917"
1053745,013,"278,925"
1054029,013,"276,666"
1054031,013,"126,400"
1054752,013,"239,335"
14314,014,"291,900"
14939,014,"92,850"
14967,014,"80,850"
15003,014,"97,580"
15011,014,"88,054"
15035,014,"199,098"
15050,014,"90,000"
15108,014,"107,091"
15192,014,"107,091"
15206,014,"89,850"
15258,014,"76,650"
15267,014,"747,611"
15315,014,"347,320"
15328,014,"60,000"
15376,014,"111,535"
15399,014,"61,278"
15915,014,"162,000"
15956,014,"1,111,557"
16251,014,"109,088"
16831,014,"200,000"
35714,014,"125,331"
57117,014,"703,327"
77800,014,"259,952"
79767,014,"339,792"
79991,014,"663,770"
80246,014,"233,696"
728885,014,"620,494"
742331,014,"150,000"
749473,014,"34,949"
754570,014,"284,750"
760835,014,"558,549"
784694,014,"241,736"
800704,014,"219,000"
803309,014,"100,728"
826358,014,"225,316"
830806,014,"886,001"
835054,014,"238,700"
843009,014,"50,000"
845207,014,"494,496"
848920,014,"406,366"
925776,014,"107,910"
925799,014,"512,000"
926024,014,"468,918"
941701,014,"100,135"
952069,014,"757,999"
972590,014,"316,448"
986620,014,"632,895"
1019333,014,"494,000"
1027189,014,"198,828"
1046551,014,"98,082"
1046613,014,"85,076"
1047846,014,"86,304"
1047862,014,"97,811"
16845,015,"185,334"
57791,015,"110,000"
60300,015,"150,000"
60306,015,"260,475"
60314,015,"272,533"
60317,015,"337,505"
60319,015,"200,000"
60328,015,"100,000"
60329,015,"100,000"
60335,015,"30,000"
60337,015,"60,000"
60350,015,"86,497"
60353,015,"109,720"
60357,015,"512,000"
60359,015,"494,207"
60360,015,"300,000"
60368,015,"324,634"
60372,015,"200,000"
60373,015,"400,000"
60376,015,"392,722"
60385,015,"511,995"
60388,015,"50,000"
60394,015,"30,000"
60395,015,"100,000"
60682,015,"276,016"
61294,015,"330,538"
61363,015,"100,000"
63333,015,"50,000"
64803,015,"150,000"
65307,015,"100,000"
70911,015,"260,150"
71368,015,"227,112"
80468,015,"30,000"
80479,015,"251,803"
729871,015,"100,000"
729873,015,"101,254"
742426,015,"218,268"
756227,015,"225,333"
760331,015,"455,000"
799715,015,"218,805"
801516,015,"50,000"
806487,015,"204,000"
831515,015,"100,000"
836217,015,"138,602"
838850,015,"50,000"
846249,015,"466,913"
850105,015,"187,563"
925641,015,"100,000"
953121,015,"475,779"
986771,015,"200,000"
992313,015,"96,700"
1010283,015,"150,000"
1011581,015,"150,000"
1011622,015,"181,066"
1017939,015,"97,233"
1017942,015,"96,907"
1017945,015,"97,233"
1017952,015,"97,200"
1028530,015,"179,630"
1032898,015,"186,992"
13929,016,"260,750"
15774,016,"138,730"
57591,016,"274,333"
59979,016,"342,089"
64069,016,"176,856"
64158,016,"109,048"
64182,016,"108,907"
64189,016,"109,040"
64192,016,"193,199"
64200,016,"440,270"
64207,016,"133,120"
64211,016,"133,457"
64218,016,"111,000"
64232,016,"102,667"
64236,016,"108,642"
64248,016,"88,947"
64253,016,"102,132"
64258,016,"291,296"
64265,016,"169,263"
64269,016,"138,200"
64299,016,"112,272"
64307,016,"100,134"
64317,016,"108,756"
64323,016,"94,013"
64328,016,"131,580"
64335,016,"827,322"
64363,016,"102,868"
64386,016,"97,200"
64400,016,"107,552"
64407,016,"1,148,148"
64419,016,"109,591"
64423,016,"118,900"
64467,016,"46,900"
64471,016,"496,370"
64484,016,"152,275"
64513,016,"527,847"
64539,016,"286,565"
64548,016,"184,100"
65314,016,"583,590"
80144,016,"88,827"
80151,016,"84,310"
681639,016,"84,310"
729829,016,"317,999"
731653,016,"195,622"
799495,016,"492,602"
816934,016,"41,300"
996156,016,"861,178"
996161,016,"442,847"
998073,016,"87,573"
998183,016,"488,857"
998313,016,"468,607"
999434,016,"172,267"
1002934,016,"296,001"
1002936,016,"506,742"
1013203,016,"388,107"
1014315,016,"1,541,345"
1039932,016,"1,570,272"
1052941,016,"312,662"
68269,017,"110,222"
68291,017,"110,600"
68319,017,"105,203"
68341,017,"106,347"
68358,017,"167,000"
68424,017,"102,168"
68434,017,"342,158"
68443,017,"476,374"
68457,017,"150,968"
68466,017,"93,991"
71091,017,"178,807"
80296,017,"293,357"
80356,017,"510,258"
802844,017,"239,222"
805691,017,"477,720"
13498,018,"348,056"
57585,018,"173,000"
60726,018,"177,667"
65181,018,"106,167"
65257,018,"307,127"
65266,018,"133,457"
65281,018,"127,333"
65289,018,"110,590"
65313,018,"100,137"
65332,018,"493,800"
65361,018,"125,140"
65388,018,"189,998"
65408,018,"273,662"
77254,018,"129,822"
78265,018,"369,777"
80343,018,"223,187"
680881,018,"171,351"
798544,018,"172,000"
816838,018,"402,259"
825319,018,"169,518"
1006145,018,"96,800"
1006173,018,"97,200"
1006233,018,"97,233"
1013649,018,"113,000"
1018745,018,"82,667"
1018758,018,"83,800"
1023567,018,"89,720"
1023581,018,"397,239"
1029945,018,"88,647"
1030378,018,"88,427"
1034988,018,"172,367"
1039195,018,"260,466"
1041425,018,"54,905"
1054423,018,"175,466"
14853,019,"358,092"
57661,019,"233,546"
60834,019,"253,721"
63374,019,"228,836"
70940,019,"112,692"
71042,019,"106,893"
71047,019,"107,086"
71057,019,"107,090"
71098,019,"394,889"
71224,019,"102,667"
71242,019,"162,500"
71257,019,"109,040"
71258,019,"88,800"
71263,019,"310,000"
77460,019,"46,955"
727654,019,"267,894"
732787,019,"397,501"
797973,019,"110,114"
839308,019,"485,400"
839474,019,"98,225"
956134,019,"490,245"
957105,019,"273,187"
999093,019,"493,800"
1031248,019,"293,741"
1037546,019,"512,000"
16515,020,"184,017"
60153,020,"96,700"
60176,020,"107,962"
60770,020,"113,453"
60808,020,"276,305"
60855,020,"224,074"
60860,020,"236,500"
60888,020,"326,200"
65397,020,"220,657"
77823,020,"162,778"
418253,020,"100,453"
803952,020,"179,000"
941997,020,"491,600"
1025768,020,"128,133"
1025772,020,"98,024"
1038624,020,"327,985"
1038822,020,"177,167"
1044594,020,"100,000"
13723,021,"169,373"
58779,021,"98,753"
59885,021,"113,332"
60334,021,"111,481"
60690,021,"330,402"
69399,021,"240,736"
69402,021,"228,683"
69465,021,"432,699"
80471,021,"99,729"
80477,021,"177,733"
798079,021,"252,114"
860436,021,"329,300"
1002447,021,"90,000"
1023131,021,"193,833"
1047029,021,"86,693"
14125,022,"295,000"
62069,022,"276,300"
64812,022,"577,999"
64813,022,"308,680"
64813,022,"308,680"
64814,022,"189,757"
64814,022,"189,757"
64831,022,"50,000"
64831,022,"50,000"
64836,022,"100,000"
64836,022,"100,000"
64838,022,"200,000"
64842,022,"25,000"
64842,022,"25,000"
64849,022,"80,000"
64849,022,"80,000"
64860,022,"97,200"
64860,022,"97,200"
64891,022,"100,000"
64891,022,"100,000"
64909,022,"104,747"
64909,022,"104,747"
77630,022,"163,353"
734014,022,"260,470"
734014,022,"260,470"
798274,022,"101,000"
798274,022,"101,000"
798281,022,"87,465"
798281,022,"87,465"
798291,022,"228,292"
798291,022,"228,292"
952125,022,"94,159"
952125,022,"94,159"
71022,023,"82,666"
71022,023,"82,666"
80381,023,"97,233"
80381,023,"97,233"
963789,023,"25,000"
963789,023,"25,000"
977144,023,"46,700"
977144,023,"46,700"
1002189,023,"179,981"
1002189,023,"179,981"
1014744,023,"97,141"
1014744,023,"97,141"
1029839,023,"99,857"
1029839,023,"99,857"
1029847,023,"98,070"
1029847,023,"98,070"
1031063,023,"64,106"
1031063,023,"64,106"
14444,101,"125,356"
14481,101,"89,000"
15454,101,"113,160"
15456,101,"103,336"
15484,101,"103,056"
15598,101,"107,091"
15655,101,"1,602,623"
15752,101,"88,500"
15800,101,"129,700"
15852,101,"98,232"
15875,101,"113,586"
15983,101,"92,100"
15989,101,"26,500"
15996,101,"33,400"
16000,101,"130,778"
16029,101,"331,740"
16032,101,"2,362,000"
16033,101,"30,200"
16075,101,"170,658"
16091,101,"125,140"
16116,101,"97,200"
16124,101,"98,629"
16125,101,"100,139"
16129,101,"91,500"
16170,101,"131,700"
16181,101,"530,868"
16209,101,"130,725"
16244,101,"89,333"
16262,101,"113,586"
16275,101,"130,957"
16308,101,"122,895"
16319,101,"121,920"
16337,101,"91,700"
16338,101,"88,571"
16352,101,"147,671"
16360,101,"104,733"
16395,101,"136,100"
16433,101,"127,633"
16456,101,"132,653"
16464,101,"98,232"
16470,101,"98,232"
16476,101,"133,457"
16490,101,"98,232"
16500,101,"130,900"
16506,101,"125,394"
16513,101,"162,707"
16538,101,"97,233"
16555,101,"122,895"
16580,101,"172,991"
16615,101,"140,600"
16661,101,"86,134"
16768,101,"80,000"
16769,101,"109,800"
16903,101,"114,850"
17019,101,"143,500"
17067,101,"98,201"
17189,101,"131,578"
18359,101,"137,556"
35718,101,"122,400"
35738,101,"138,730"
62235,101,"100,000"
62454,101,"127,400"
62455,101,"194,200"
65336,101,"142,600"
